Context,Response
girlfriend quit drinking depressed tell want help want stay,clear care deeply girlfriend want support challenging time quit drinking profound change unusual experience wide range emotion include depression understandable concerned wellbeing possibly feel anxious desire feel strong urge help stay useful focus decision make show consider have open gentle conversation feeling need right express support desire understand perspective ask question like share feel support time encourage open think process feeling move okay share feeling way help understand perspective emphasize care concern wellbeing let know willing support way empathetic listener provide safe space emotion incredibly helpful
deal depression anxiety number year medication lately depression feel bad counsel help,truly sorry hear face challenging time depression anxiety feeling bad lately understandable seek new way find relief certainly wonder counseling beneficial people find combination medication therapy provide comprehensive approach manage mental health counseling especially root evidencebase approach like dialectical behavior therapy offer supportive space explore underlying emotion identify pattern thought behavior develop cope strategy help understand factor contribute feel have dedicated time space talk go incredibly validate healing feel idea explore counseling complement current treatment hope gain experience insight need feeling instrumental shape approach truly support
people willing lovingly provide home food clothe university education feel like belong good time people suppose close feel like friend home,sound like hold significant internal tension external stability support internal feeling disconnection belong deeply unsettling find situation paper right emotionally feel crucial miss have people care provide physical need incredibly important feeling truly belong feel home profound evoke sense loneliness displacement listen interested explore feeling think contribute sense belong especially care particular moment experience amplify feeling
worried friend think major depression disagree shut come talk people tell feel tell feel inside emotion feel anger sadness suggest help talk mom refuse,sound like experience lot concern care friend understandable feel worried care go tough time like challenging situation care struggle unsure help especially open seek help discuss feeling observation friend feeling emptiness predominant emotion anger sadness insightful clear want support good way possible important continue supportive presence life know listen provide support incredibly valuable ready open try explore make feel way create safe space feel comfortable sharing feel ready
jaded not control thought focus have anxiety attack,sound like experience lot overwhelming feeling imagine difficult jaded begin feel sense wear life challenge thought jumbled make hard focus manage daily task anxiety attack especially distressing understandable experience heighten feeling control want assure feel way okay acknowledge consume emotion try regain sense focus peace difficult time talk go great step understanding manage feeling think contribute jaded feeling anxiety attack explore underlie feeling helpful place start
feel lazy numb interest thing,sound like experience lot heaviness disconnection right feel lazy numb profoundly challenging daytoday life difficult understandable feel way support explore feeling numbness serve protective mechanism possibly signal overwhelmed emotionally exhausted wonder specific moment experience trigger feeling change life recently contribute sense disinter helpful gently explore mind body try tell feeling listen navigate
past year good close friend move different state hang honestly not hang leave super lonely new friend move friend think fall depression need help,imagine challenging isolate experience feel close friend integral part life away leave void feel understandable departure significant impact emotional wellbeing possibly contribute feeling loneliness sense depression feeling valid important acknowledge difficult adjustment period make new friend feel daunt wonderful opportunity connect new people find activity community bring joy support life reflect activity hobby enjoy starting point join class club online community relate interest introduce likeminded individual interested hear thing enjoy thought begin connect helpful consider friendship previous friend meaningful provide insight kind connection fulfil future show strength reach express feeling important step forward usually cope feeling loneliness sadness arise
problem family argue mom say constantly like cause problem worthless not stop cry cry sleep not leave room family not stand,sorry hear feel way sound like go incredibly tough time right want know feeling important matter situation describe overwhelming painful hard feel blame like source conflict want assure feel way okay express emotion arise cry natural response happen way release pentup feeling carry inside understandable feel like weight family argument fall shoulder especially important voice curious hear perspective feel like cause situation think contribute feeling remember important find kind support system talk trust find safe space express emotion incredibly heal listen validate experience know navigate feeling compassion understanding available
depressed mind go million mile minute thing okay day bit start notice pick skin profusely roughly week anxiety pick find cause fight change,sound like experience complex mix emotion behavior pretty overwhelming feeling depressed anxious brief period thing feel alright incredibly tax mind body like pick skin way try cope manage intense feeling consciously pattern start conflict introduce change way mind seek form relief variation routine emotion completely understandable want change kind shift feel trap negative cycle curious picking cause conflict communicate feel inside explore trigger behavior step understand need moment kind situation typically precede feeling anxiety need pick skin engage conflict feel episode important recognize behavior ask explore supportive nonjudgmental way
depressed find talk,sorry hear feel way seek talk courageous positive step show look support incredibly important way start reach mental health professional like therapist counselor offer guidance safe space express find helpful begin search therapist area consider online therapy option flexible convenient overwhelming right maybe life trust talk help start journey feel take step
constantly bad mood energy depression,sound like go challenging time appreciate openness share feel experience persistent low mood lack energy tough manage daytoday feeling point deep like stress exhaustion possibly depression important acknowledge healthcare professional provide accurate diagnosis experience valid significant okay feel way feeling let explore experience like notice low mood dip energy particular thought situation trigger intensify understand pattern helpful step explore underlie feeling remember acknowledge emotion important step find relief
late teen live dad time college class friend want talk will not want talk day week feel worth know go right right depressed,sound like navigate lot complicated feeling want acknowledge challenging understandable moment desire connect friend fluctuate feeling worthlessness doubt future hard sit emotion lead question wonder mean experience kind thought important remember feeling ebb flow reason unsure worth know go right reflect deep inner conflict maybe selfcritical thought people experience different time life especially time transition change glad reach express feeling tell notice feeling specific situation trigger explore thought emotion help understand go
trouble fall stay asleep extremely hungry hungry get angry feel like cry easily reason say kind depression help,sound like go difficult time intense feeling physical symptom have trouble sleep change appetite mood swing feel overwhelming wonderful want help show lot care compassion diagnose certainly help navigate conversation important thing offer supportive nonjudgmental presence let know ready listen comfortable opening simply know willing hear judge immediately try fix thing incredibly comfort gently encourage consider seek professional support talk therapist help explore feeling safe environment meantime encourage small manageable step promote selfcare like regular walk nature practice mindfulness set routine sleep meal small step build sense structure routine potentially provide stability time comfortable ask openended question invite share experience example tell feel like have trouble sleep think help feel especially question help articulate feeling clearly possibly identify underlie issue remember simply show empathy significant source support
teenager period moodiness extreme feeling bury feel emotionless trust issue low self esteemban extreme fear abandonment constantly reevaluate relationship not know person happy overall suicidal feel happy,thank share experience sound like go lot right challenge navigate intense feeling especially fluctuate leave feel time experience moodiness extreme emotion concern trust selfesteem particularly tough teenage year period fill significant change selfdiscovery understandable feel confused identity nature relationship fear abandonment constant reevaluation relationship suggest trust stability important completely valid fear impact perceive make search happiness feel elusive want feel happy natural important acknowledge different emotion experience tell need desire real valid help explore happiness mean small step lead moment joy fleeting find bring sense peace contentment small brief understanding moment foster deep connection time let talk feeling say deep need typically cope intense emotion moment feel sense relief understanding
mother combative not want talk depression not supportive past not feel comfortable opening constantly try instigate conversation ask question not want not answer tell not want talk start argument understand,sound like experience lot frustration discomfort interaction mother especially sensitive topic depression understandable feel hesitant open particularly past experience supportive challenge close respect boundary understand need hear want communicate feeling boundary way understand lead argument approach express feeling calm clear manner neutral time feeling trigger defensive try share conversation feel important handle mental health way help use statement focus feeling feel uncomfortable upset push talk depression need space manage way focus feeling action help reduce defensiveness additionally reinforce boundary necessary feel repetitive beneficial reflect make feel safe support consider share feel appropriate imagine situation feel exhausting dishearten time listen need explore feel create kind conversation mother
feel sad time not like family feel like try control will not let grow,sorry hear feel way feeling persistent sadness incredibly overwhelming especially feel lack understanding control relationship family sound like tension desire independence dynamic home contribute feeling share bit happen family make feel like try control understand specific situation behavior help find way express need way encourage healthy communication growth
know need deal depression not know not want tell deal depression tell,sound like grapple significant challenge desire manage want acknowledge tough feel way consider seek help understandable reservation share personal struggle important pace feel comfortable thing helpful start gently explore feeling acknowledge experience write journal creative outlet like art music provide safe space expression helpful engage activity know boost mood regular physical exercise spending time nature thing enjoy appeal right practice mindfulness relaxation technique beneficial practice help manage overwhelming feeling bring bit calmness daily routine breathing exercise progressive muscle relaxation guide meditation good start understandable sharing feel intimidate encourage consider person life express feel open little ease burden remember take small step understand feeling significant forward feel try small step
deal illness away feel like life change well feel overcome pain learn happy,sorry hear go living chronic illness incredibly challenging understandable feel weigh sound like feel trap isolate experience feeling overwhelming important acknowledge pain frustration come allow feel emotion face explore way find moment solace joy amidst challenge helpful mean find small activity bring comfort connect nature art way feel meaningful seek connection understand go like support group community face similar challenge foster sense belong understanding ready reflect truly matter help guide bring peace fulfillment wonder small step consider take feel find bit happiness daytoday life enjoy want explore form connection think supportive
feel like internally scream time externally calm intense unidentifiable emotion constantly not feel sad not cry lot feel emotionally distant internal scream kind feel like caged animal,sound like experience powerful overwhelming internal sensation label challenge navigate feeling like internally scream maintain calm exterior create tension appear world experience inside imagery feel like cage animal convey sense trap confine stuck intense emotion unsure release express understandable leave feel emotionally distant disconnect listen explore tell notice feeling situation apparent contribute sense inside metaphorical cage
not know explain feel feel stop feel way,sorry experience sense emptiness sound like lot go beneath surface feeling challenge word fully feel overwhelming feel frightening isolate okay acknowledge notice specific time event influence feeling emptiness understanding feeling present help explore remember important permission feel come nothingness right
people parental figure life past hurt continue make feel like good husband life provide job go lot past garbage try figure go wrong time bring thing expect issue people not cut receive apology pain not know not know anymore,thank share personal difficult feeling sound like face incredibly challenging situation deep painful emotion tie relationship important figure life feeling good struggle unresolved hurt past truly profound understandable find reflect thing start feel overwhelm expectation simply past issue feel invalidate pain experience important acknowledge courageous face emotion try sense amidst complexity sense uncertainty identity amidst significant experience share feel important navigate emotion aspect explore journey understand past
depression reoccurre long time start bully high school ninth grade principal tell need stay home couple day protect speak classmate need professional help stress have cry spell stress go school confront classmate fine couple year enter year college tough program high demand expect work believe depression reboot stress begin cut friend time tell feel good obviously not right choice regret see selfharme anymore look time feel stressed big problem handle problem life problem arise stress feel hopeless go well way stress problem lead overreact lot especially talk lead depression hard time cope stress know handle easily not sad time right thing instead overreact love one,thank share story sound like lot begin difficult experience bully high school understandably significant impact commendable reflect experience try understand pattern contribute feeling year like intense pressure expectation college reignite difficult emotion lead action regret like selfharm important recognize past action not define acknowledge regret healing process mention feel overwhelmed stress escalate feeling hopelessness depression cycle stress tough way forward especially feel like overreact impact relationship love one feel way certainly challenge break pattern explore feeling wonder think stressor thing find particularly overwhelming understand specific trigger feeling helpful step find strategy manage
feel like wrong crappy want cry time not eat sleep,sorry hear feel way sound like carry heavy burden understandable feel overwhelmed distress like thing go right feeling important acknowledge pain frustration experience okay feel way reach support significant courageous step tell happen life contribute feeling understand go help find way navigate difficult emotion
terrible anxiety depression try therapist pill nothing help,truly sorry hear struggle anxiety depression understandable feel discourage try different avenue find relief sound like feel overwhelmed possibly bit frustrated work far dishearten effort result hope want assure feeling completely valid reach help show lot courage important remember healing journey work person work not mean not hope path feel well unique curious experience like previous therapy medication aspect feel unhelpful part find slightly beneficial unpack experience help identify worth explore know okay continue seek support feel right
say try month make bad today say respect decision make true suppose respect decision leave not handle go leave cry worry night constantly change mind want work,sound like go incredibly difficult painful situation completely understandable feel confused hurt happen care uncertain relationship bring lot emotion like sadness frustration anxiety especially action contradict word important acknowledge feeling valid okay express situation like natural question suppose feel respect someone decision mean feeling boundary need acknowledge respect important consider need relationship action affect emotionally mentally helpful explore have respect decision look like respect need feeling look like feel indecision bring deep level think need right feel support hear situation
bipolar disorder paranoid personality disorder posttraumatic stress disorder anxiety obsessivecompulsive disorder selfharme week ago stress overwhelmed hurt angry urge selfharm think try seek help,thank reach share go take lot courage important step seek support sound like deal lot complex emotion mental health challenge understandably overwhelming manage multiple diagnosis feel like juggle different experience feeling intense make sense selfharm feel like way cope thing feeling urge impact daily life kind support hope find seek help listen support navigate
stress not quality time boyfriend start feel resentment child great kid find not time break easily find depressed,sound like experience lot intense emotion relationship balance time share boyfriend understandable challenge feel like get quality time care deeply natural lead feeling resentment especially factor like responsibility child important recognize feeling stress sadness valid signal need change conversation mention feeling lead break easily experience depression sound difficult navigate helpful explore quality time mean align current relationship dynamic feel discuss feeling boyfriend open speak feel help create share understanding possibly allow explore way meet need respect commitment idea sit
anymore not know sad confused angry tired not sleep,sorry hear feel way sound like experience lot strong emotion understandable feel overwhelmed feel different tough mention feel sad confused angry tired have trouble sleep significant thing go help explore contribute feeling think specific situation change lead shift feel understand experience step find relief
not time live care times cause depression stress anxiety not know,sorry hear feel overwhelmed want acknowledge difficult feel like time sound like juggle lot responsibility take toll mental health lead feeling stress depression anxiety completely understandable feel lose unsure step midst pressure wonder willing share bit typical day look like helpful explore demand time feel moment thing life feel crowd time moment wish remember perfectly okay acknowledge need impact lack selfcare have feel way important permission express feeling
year ago separate military contract medical issue emotionally destroy basically hate embarrassing separate place take family armed force dream not anymore family worried,sound like carry heavy burden experience sense deeply situation impact sense selfworth especially give importance military family history incredibly challenging feel separate personal dream share family legacy disappointment selfcriticism describe difficult navigate hear sense isolation try manage understandable family concern likely want okay important acknowledge have struggle define worth capability feel way right think help feel support difficult time
sad want cut,sorry hear feel way sound like experience lot pain struggle intense emotion important acknowledge overwhelming feeling want know emotional burden heavy people think selfharme way cope hear pain want invite talk specifically cause feeling sad mean right think helpful find different way express release emotion
start think depression thing exactly sad joke friend stuff stop care work start think life pointless clue need help tired,sound like experience lot confusion uncertainty feeling glad reach express go distressing feel disconnected thing matter grapple thought life purpose feeling arise stress change environment underlying factor look way expect like feel constantly sad important acknowledge okay feel feel valid experience mention noticeable change engage work shift outlook life situation helpful explore change recently specific event pressure contribute feeling reflect beneficial think moment small one bring semblance enjoyment contentment create space understand feeling meaningful step seek support friend family mental health professional unpack thought provide valuable insight share feel area notice change
month kick move time work job stop school money dad mom sick cheat pregnant lose baby relationship issue betray not job friend feel lonely isolated deal,truly sorry hear overwhelming series challenge face sound like incredibly difficult time experience profoundly stressful heartbreaking compound feel incredibly isolate overwhelm understandable feel lonely isolate especially give handle feeling valid important acknowledge weight carry deserve support understanding navigate emotion like talk specific experience feeling stand right feel feeling intensely contribute sense isolation
feel worthless unaccomplished frustrated want break thing hit run away kick scream cry want happy outgoing want able care daughter live comfortably,sound like experience intense overwhelming mix emotion right feel worthless unaccomplished couple frustration incredibly challenging navigate understandable strong urge release feeling like long version feel happy outgoing care daughter way desire completely normal want comfort stability family explore feeling helpful think aspect life feel contribute emotion happiness comfort look like small step imagine take vision remember feeling valid acknowledge step understanding manage
feel paralyzed unsure interview previous job fire lack performance employer reject extensive personality test interview afraid continue depression get bad humiliate work temp agency doubt selfworth provider family,sound like experience significant stress selfdoubt relate job interview employment situation understandably affect mental health selfworth job interview incredibly challenge especially past experience reinforce feeling inadequacy failure important acknowledge courage take step situation despite fear anxiety bring pressure perform provide family overwhelming understandable experience lead feeling humiliation depression space essential validate emotion recognize okay feel way people face similar struggle employment selfworth define capability potential mention feel paralyzed unsure tie fear negative outcome base past experience kind fear grow especially intertwine feeling depression curious manage feeling far moment daytoday life feel bit ease confident reflect time offer insight strength resource fully recognize reach support talk trust friend mental health professional helpful step navigate overwhelming emotion remember selfworth dictate employment status external validation pathway rediscover nurture
sure depressed not know bring parent make miserable,sound like experience lot uncertainty distress right understandable discuss feeling parent feel overwhelming face emotion heavy burden thought share daunt especially unsure react deserve space feel safe support express go okay feel unsure emotion communicate important acknowledge feeling valid matter think make talk parent particularly challenge helpful explore make conversation difficult support understand hope gain remember find way voice feeling parent trust important step feeling understand support like explore thought approach topic
absolutely life lie bed phone hangout friend not job family not include not friend phone miss talk people person instead online not talk family person room,sound like go tough time feel isolated socially family mention feel disconnected physically close family longing deeply meaningful connection interaction understandable feel adrift structure engagement daily life comfort friend feel limit lonely hope social interaction miss conversation people person suggest crave connection community feel possibility reach family find activity hobby interest possibly explore new social opportunity
sleep lot music change mood cry wednesday mind like maze lose not usually feel true emotion instead fake mirrored one,thank share feel appreciate openness describe experience sound like lot go sleep music have significant impact mood cry wednesday recur pattern indicate particular day metaphor mind like maze suggest navigate thought emotion feel complex overwhelming time feel connect true emotion instead experience mirror superficial one challenge isolate listen help explore feeling judgment think contribute experience specific situation thought bring emotion surface
live normal life ton friend family feel lonely,understandable feel lonely surround friend family loneliness stem feeling truly connect understand people sound like experience form emotional loneliness people life sense connection not fulfil deep like feel way completely valid common people experience different time life wonder chance reflect aspect relationship leave feel way particular area long support connection help think specific relationship interaction feel use effort honesty explore feeling understand truly understand support look like helpful step find deep connection seek definitely feel way talk great step feel conversation connection moment feel understood
lot mind want stay locked room socialize feel,sorry hear feel way sound like go tough time right experience strong sense loneliness maybe feel overwhelmed mind want retreat isolate natural response thing feel heavy deal difficult emotion understandable stay room feel like way protect find peace amidst chaos share weigh lately help explore feeling thought bit pace
anxious middle school afraid people school start not act like quiet usually not talk anybody not friend year later grandma die depressed stop go school little hate need help need care need care,thank share experience feeling sound like carry heavy burden time understandable feel overwhelmed start middle school daunting experience especially concerned perceive like feel need protect feel disconnected lose grandma incredibly difficult grief significantly impact mental emotional wellbee perfectly normal feel need love care go tough time feel care incredibly painful open express feeling like important step healing think help feel support care move forward
people call name stand anymore tell write thought awful,sorry hear deal difficult experience sound like go challenging time completely understandable feel overwhelmed call name have negative thought deeply hurtful exhaust important acknowledge painful frustrating deserve treat respect kindness share feeling take lot courage positive step find way cope emotion kind support find helpful past deal situation like
life completely normal feel inside feel know alive reproduce die,sorry hear feel way sound like grapple profound feeling emptiness despite have describe normal life uncommon wonder purpose meaning life feel overwhelming question arise lead feeling emptiness disillusionment want assure feeling valid important acknowledge curious aspect life feel normal typically bring sense fulfillment joy okay thing provide feeling moment explore aspect align value goal helpful rediscover meaning purpose feel think life term reproduction come afterare particular thought emotion come reflect perspective
husband terrible place want fix catch know able communicate feeling feel blame feeling distrust strong feel come know irrational not stop anxiety half time want walk away feel like temporary fix,glad feel comfortable share sound like challenging place right tear want repair relationship feeling hold distrust communication difficulty completely understandable feel conflicted deal emotion powerful anxiety distrust exhausting navigate constant push pull want work consider step away feel like stick cycle sense incredibly frustrating express lot awareness feeling come acknowledgment feel irrational tell feeling distrust like cause feel anxious moment help explore emotion come
not away feel like go crazy stop symptom medication,sound like experience challenging overwhelming right feel like thing go away impact distress understandable feel like go crazy catch intense feeling thought certainly feel way mention experience wonder share bit refer intrusive thought emotion explore help clarify go normal question experience relate medication change medication bring new feeling symptom remember feel valid important time explore experience safe supportive way notice help moment feeling overwhelming
girl madly love date year talk marriage future plan move away school attempt long distance relationship eventually break year not lose feeling love way suffer depression breakup unable connect damage life,sound like go deeply meaningful relationship significant impact life feeling loss longing experience understandable especially envision future uncommon end important relationship linger affect emotion daily life profound way like relationship integral life absence leave void possibly contribute depression experience deal breakup incredibly challenging important acknowledge depth feel okay love care relationship end emotion simply switch natural carry navigate healing process mention feel unable connect accompany significant emotional period depth past connection feel unmatched challenging open new possibility hold hope past focus selfcompassion time crucial allow feel need feel judgment try gently explore emotion relationship feel special part miss reflect question offer insight help path healing remember okay time process heal pace perfectly valid find need additional support reach therapist offer safe space explore feeling learn way manage journey
get anger not know control girlfriend scream time not know deal life depressed angry feel lose,sound like go intense challenging time completely understandable feel mix anger depression feeling lose incredibly overwhelming navigate personal relationship especially communication heated emotionally charge important acknowledge feeling valid experience emotion feeling anger depression tell aspect life need attention care change express feeling openly step understand well support explore contribute emotion tell happen relationship girlfriend scream affect feel situation arise
have ongoing problem life young adult right drive passenger give terrible panic attack anxiety not ride backseat seat safety belt lean seat bit pressure terrifie miss opportunity place friend family fear have panic attack family offer little support think fake head make feel guilty time depress point wake anymore selfharme feel meaningless constant fear take thought life happy person want life want travel friend family not know give hope get well accept fact ill live anxiety forever,thank share feeling sound like carry burden time incredibly difficult feel isolated experience experience anxiety especially feel control life terrifying incredibly drain feel misunderstood unsupported love one add complexity emotion make hard find way mention feel guilt sense meaninglessness highlight deeply affect daily basis take overwhelming emotion dissect help feel slightly battle let explore go face moment heighten anxiety experience feeling body specific thought tend accompany understand response deeply offer insight slowly regain sense empowerment moment give impact life important know experience feeling valid feel like progress reach step matter small significant worthy acknowledgment moment instance manage navigate cope feeling small way
not know emotion birth human think monster enjoy pain cut climax sex think time lie easy tell truth rehabilitation year love man woman impact emotion book enjoy read hp lovecraft edgar allen poe hunt saturday feel powerful not enjoy killing creature hunt eat drink flesh blood creature,thank share experience feeling sound like go complex possibly confusing time try understand emotion behavior mention feel devoid emotion find sensation pain understandable lead distress confusion identity interest certain type literature activity like hunt offer feeling power connection experience feel reach important recognize seek sensation understanding oneself look different judgment currently find moment mean journey unique sound like go significant experience include rehabilitation important life far curious experience rehabilitation like moment insight gain time feel significant mention lie unnecessary suggest underlie emotion thought difficult express confront directly habitual behavior develop need protect oneself manage experience feel overwhelming interested explore happen beneath habit overall try sense inner world align external expectation typical experience okay sit feeling reflect judgment thing hope understand change current experience
daughter worried stress,sound like carry heavy responsibility understandable feel worried stress daughter balance challenge parent life require overwhelming especially try navigate share little specifically cause concern daughter help explore feeling understand well listen support
newborn bring home mom tell leave women home not boyfriend work women place help find apartment work child care,sound like go incredibly challenging time right sorry hear balance responsibility emotion have newborn navigate complexity current living situation feel overwhelming time resilience seek support women home plan housing childcare show lot strength understandable feel isolated especially not boyfriend like thought feeling transition period life lot handle important acknowledge weight experience
experience cycle depression past year hit hard time come past time extremely debilitate go wellbutrin feel effect medicine week month half later decide depression cause unwillingness forward address behavior thought keep place despair worried medicine make complacent prohibit work need life bring true fulfillment stop take month ago feel okay lot anxiety pair go away not feel sense self completely regain day feel zombielike haze have interest ability fully concentrate well continue let time good habit work remain depression medicine,sound like go challenging journey mental health take thoughtful step manage depression include try medication understandable reflect wellbutrin impact ability engage root cause feeling behavior find balance medication personal growth delicate deeply personal process mention feel okay stop medication experience day feel disconnected unable fully concentrate important recognize complexity depression interact sense self daily function finding fulfillment regain sense self require time intentional supportive strategy like adopt good habit seek additional therapy consider speak therapist experience engage therapy provide space delve deeply feeling zombielike haze explore underlying thought behavior judgment help regain sense self identify new path fulfillment share good habit implement explore habit detail bring awareness help highlight area benefit change take step mindful make thoughtful decision okay seek support process
think death time feel want love love,sorry hear feel way sound like experience profound sense loneliness longing connection feel incredibly overwhelming feel way important acknowledge deeply impact feeling feel isolate reach express significant step feel like want love love return human need relationship provide sense comfort belong immensely fulfil understandable feel connection lead dark thought long experience feeling moment intensify feel manageable explore pattern provide insight experience deserve hear space express go judgment helpful reflect thought arise consider trigger think time past feel connected love circumstance like understand context offer clue help remember reach support connect friend support group therapeutic setting powerful change thing overnight have listen understand difference
unemployed relocate not approve place live past mistake follow day depressed verge loose partner overwhelmed trouble function daily basis light end tunnel need help point chaos infest joke life,sorry hear feel way sound like deal lot right completely understandable feel overwhelmed give go relocate major life stressor combine challenge like deal past mistake unemployment relationship pressure certainly toll emotional wellbeing like experience lot emotional pain distress moment important acknowledge feeling valid people significant life challenge feel similarly mention feel like light end tunnel incredibly difficult place experience uncommon reach outeven small wayis significant step find relief talk feel comfortable sharing curious know aspect situation feel challenging right engage conversation weigh heavily mind help explore way alleviate burden mention feel risk lose partner affect relationship present let step time find small piece bring bit clarity relief
